PosX,PosY,TestItem1,TestItem2,TestItem3,TestItem4,TestItem5,TestItem6
-96,25,0.118487007,0.351781501,0.490939794,0.032162724,0.13874092,0.658582059
-96,26,0.173384426,0.179315857,0.64314242,0.711902984,0.506440015,0.449484491
-96,27,0.222374833,0.329164215,0.168230832,0.694072178,0.642324671,0.476009161
-96,28,0.514623393,0.835534772,0.881852007,0.121766686,0.449327413,0.812195366
-95,-31,0.515056315,0.031128336,0.391309925,0.055929852,0.381247858,0.754071241
-95,-30,0.936072181,0.858233695,0.751172064,0.533811307,0.093821529,0.576679075
-95,-29,0.424527516,0.00299012,0.762855008,0.601047125,0.492931476,0.444554094
-95,-28,0.629632773,0.00953758,0.763221085,0.319697838,0.619852415,0.75787887
-95,-27,0.586963258,0.343173144,0.170275901,0.84009959,0.242227059,0.672831477
-95,-26,0.308698218,0.123736522,0.228211676,0.516874024,0.222408742,0.20832192
-95,-25,0.803125799,0.734543959,0.983792227,0.687410239,0.923385609,0.146452521
-95,-24,0.225131519,0.267300771,0.55226075,0.608937864,0.809867972,0.877027151
-95,-23,0.094767024,0.494878115,0.866843493,0.900215972,0.902627385,0.233349105
-95,-22,0.260851844,0.248432481,0.347276754,0.027270779,0.716302806,0.544163762
-95,-21,0.913417642,0.859010633,0.541714326,0.679882533,0.548046276,0.522812244
-95,-20,0.52246533,0.931278558,0.868427498,0.97630912,0.17906772,0.138073936
-95,-19,0.388408915,0.29470451,0.575976266,0.44228873,0.785953838,0.745435738
-95,-18,0.330830445,0.256056223,0.670699141,0.734549834,0.974007234,0.727792044
-95,-17,0.606039143,0.971612,0.714806314,0.511895221,0.765689837,0.817994283
-95,-16,0.101615811,0.611724476,0.681873225,0.677036824,0.654333181,0.964383761
-95,-15,0.113113695,0.09086337,0.32719152,0.452760753,0.753688171,0.455337895
-95,-14,0.958912598,0.19363613,0.617785536,0.188665436,0.62084587,0.37543005
-95,-13,0.85012588,0.096379277,0.713194335,0.94038975,0.419722948,0.513873776
-95,-12,0.576221517,0.875599544,0.894760693,0.539222681,0.409728211,0.408988768
-95,-11,0.462111388,0.582166847,0.59442955,0.079112346,0.092662007,0.081828585
-95,-10,0.286526203,0.003277375,0.144195822,0.986731683,0.141221926,0.028824638
-95,-9,0.81148653,0.69705322,0.610015997,0.257298246,0.219272975,0.736039229
-95,-8,0.186186798,0.637021114,0.548890246,0.754302631,0.600457462,0.37367125
-95,-7,0.503489082,0.722905865,0.730425037,0.8275412,0.668156176,0.212107408
-95,-6,0.597318147,0.908840709,0.391973199,0.863813905,0.974347699,0.355436411
-95,-5,0.386294199,0.268199241,0.257003127,0.615155841,0.275100414,0.520678293
-95,-4,0.638785207,0.720843641,0.741550442,0.972707087,0.475571903,0.667179621
-95,-3,0.833702492,0.197101666,0.644855882,0.068308407,0.585979676,0.885075287
-95,-2,0.536738999,0.382934584,0.609738227,0.443125327,0.286950479,0.284645058
-95,-1,0.399559671,0.780094249,0.925640446,0.086727747,0.15100711,0.740591157
-95,0,0.29303007,0.597814064,0.988121968,0.77917696,0.817451876,0.795991987
-95,1,0.373876137,0.515783148,0.157308716,0.595099074,0.508808776,0.460996586
-95,2,0.484229168,0.326022074,0.822717853,0.116611529,0.015437204,0.903123622
-95,3,0.926656179,0.222627694,0.196591931,0.737693002,0.519305042,0.515075068
-95,4,0.361838332,0.451470507,0.890856195,0.990364812,0.434911911,0.742596506
-95,5,0.774577158,0.640198435,0.063169715,0.635521414,0.362781751,0.566615362
-95,6,0.295772517,0.209231447,0.316890755,0.647471812,0.271557133,0.027563
-95,7,0.152915706,0.179975252,0.83950263,0.434990272,0.526661302,0.036354391
-95,8,0.286218676,0.614153448,0.547058545,0.650720528,0.615895866,0.505413399
-95,9,0.522472766,0.493759012,0.950590311,0.773566706,0.166708082,0.602875255
-95,10,0.678521076,0.739700363,0.326594779,0.68730298,0.976438634,0.025670245
-95,11,0.519548063,0.330603931,0.12893863,0.023271278,0.838460099,0.817200016
-95,12,0.634994943,0.355945624,0.251092672,0.938391478,0.985644315,0.69845872
-95,13,0.339863535,0.380240978,0.332608204,0.48546774,0.653944524,0.181855516
-95,14,0.847910862,0.29967813,0.361846932,0.372646985,0.627296743,0.354743043
-95,15,0.179220487,0.942770809,0.29375452,0.882713424,0.609013897,0.720340578
-95,16,0.78738813,0.251253061,0.241791887,0.675899257,0.889907249,0.878571216
-95,17,0.137392054,0.365352768,0.858765433,0.561216954,0.47746362,0.146651391
-95,18,0.235935457,0.218247101,0.074789535,0.849181038,0.404386146,0.00157257
-95,19,0.290156512,0.822798687,0.888374777,0.788690373,0.756683027,0.936193743
-95,20,0.348850838,0.519744815,0.941314003,0.59529863,0.785973265,0.224996319
-95,21,0.55823828,0.212457626,0.643568692,0.77247191,0.723413894,0.458663909
-95,22,0.501295454,0.782945456,0.720554825,0.535248293,0.393716932,0.052843835
-95,23,0.827250146,0.222643175,0.054137858,0.300535143,0.590729303,0.042063144
-95,24,0.759021373,0.611823622,0.386892134,0.115301002,0.83841178,0.476844149
-95,25,0.986727765,0.126367,0.621164869,0.385819665,0.220202083,0.18730692
-95,26,0.578475263,0.271794223,0.166675896,0.693236604,0.385188556,0.778284389
-95,27,0.352181683,0.219189892,0.828408975,0.919502321,0.441333642,0.965253199
-95,28,0.801133927,0.226796657,0.054295578,0.814736592,0.639014267,0.803792235
-95,29,0.087746061,0.83079004,0.978852792,0.678196493,0.274392753,0.085836872
-95,30,0.06287144,0.716280356,0.10761756,0.399860203,0.344551735,0.600988482
-95,31,0.487767893,0.877934601,0.170331777,0.276073177,0.835782484,0.660375966
-94,-34,0.478346599,0.74496079,0.615532718,0.009166687,0.266758775,0.003578446
-94,-33,0.92928828,0.085213954,0.230397446,0.837894043,0.702215917,0.150161782
-94,-32,0.575914519,0.076020283,0.47073623,0.732520578,0.002421258,0.982995441
-94,-31,0.109811653,0.802549797,0.485622924,0.729538209,0.275347308,0.978107054
-94,-30,0.157007934,0.881934871,0.387171863,0.161675024,0.601818686,0.304860781
-94,-29,0.309998267,0.433771034,0.280047059,0.163025874,0.657625394,0.467426635
-94,-28,0.499161441,0.248289414,0.209478493,0.347966771,0.727858242,0.609214294
-94,-27,0.831966783,0.507529254,0.878889299,0.103647026,0.823954154,0.13970594
-94,-26,0.447973246,0.984804075,0.211729706,0.072535213,0.448993924,0.796006821
-94,-25,0.590864283,0.519311793,0.701546043,0.229921637,0.067704736,0.475494266
-94,-24,0.62069697,0.116190572,0.803687909,0.749411636,0.387000462,0.404316014
-94,-23,0.157740454,0.276181725,0.420691097,0.393317904,0.871598871,0.580244558
-94,-22,0.762153201,0.839284972,0.414184899,0.101217558,0.089524482,0.248516953
-94,-21,0.370971231,0.755798137,0.515452762,0.556664182,0.085500269,0.966214999
-94,-20,0.148161218,0.081498451,0.791941854,0.804629938,0.117132883,0.15185655
-94,-19,0.63519484,0.476489563,0.197881607,0.204944923,0.473870575,0.789093133
-94,-18,0.876065149,0.534462288,0.837744186,0.484423331,0.44376161,0.992371968
-94,-17,0.632904621,0.363260491,0.914062834,0.415491166,0.567773287,0.587325107
-94,-16,0.879593062,0.625222473,0.396100996,0.880805358,0.697899675,0.550541793
-94,-15,0.791863452,0.494999225,0.211421832,0.375946101,0.233066757,0.95957761
-94,-14,0.579147854,0.555041307,0.02541392,0.053476948,0.937929284,0.701634524
-94,-13,0.737406024,0.336783961,0.091142507,0.129274812,0.140530728,0.145941381
-94,-12,0.768507618,0.071869695,0.255927541,0.686560549,0.445240827,0.689232229
-94,-11,0.023674856,0.26533444,0.967156359,0.762430992,0.68484768,0.240707562
-94,-10,0.170444429,0.37126592,0.305516214,0.767167252,0.457049529,0.381238313
-94,-9,0.560795909,0.419840079,0.923086315,0.890435597,0.615781398,0.519504632
-94,-8,0.540027102,0.066721004,0.054399973,0.425001402,0.439469742,0.20741862
-94,-7,0.046894285,0.165967271,0.531500642,0.696344065,0.946038898,0.146536182
-94,-6,0.364956924,0.359720871,0.750464192,0.322148841,0.2209734,0.508217474
-94,-5,0.574499998,0.619399076,0.727061519,0.40481873,0.229335877,0.160402986
-94,-4,0.508824701,0.57797267,0.079621558,0.241548815,0.832309966,0.819056191
-94,-3,0.999212641,0.995415945,0.982356463,0.29692625,0.774714772,0.788906008
-94,-2,0.122409745,0.605722185,0.190425281,0.754290966,0.745263525,0.12422661
-94,-1,0.75982982,0.180226151,0.297898954,0.730396695,0.072658775,0.402884345
-94,0,0.619297039,0.104248216,0.993108205,0.906654004,0.693921286,0.742214951
-94,1,0.673942504,0.424059322,0.938428053,0.905861925,0.447621882,0.547737557
-94,2,0.293611549,0.164300662,0.947919578,0.153159779,0.734943601,0.582951593
-94,3,0.425756162,0.178977926,0.006250052,0.663981377,0.0973826,0.080133924
-94,4,0.492249464,0.365477918,0.687243022,0.291918012,0.176571386,0.223097068
-94,5,0.307387095,0.745488541,0.442820354,0.171938898,0.293226328,0.544884307
-94,6,0.485590234,0.985659275,0.674322257,0.878779248,0.148875719,0.006727541
-94,7,0.546192425,0.825405313,0.435535475,0.336661477,0.891106783,0.62156143
-94,8,0.461165795,0.641957001,0.617756836,0.98062506,0.835511271,0.201790525
-94,9,0.583937974,0.39633277,0.645297282,0.63119883,0.716560275,0.029381642
-94,10,0.978073798,0.184844854,0.772119033,0.697127867,0.961439331,0.175075165
-94,11,0.968022864,0.651706074,0.671124698,0.574314683,0.174953535,0.985011963
-94,12,0.05652037,0.163693288,0.430861884,0.990062184,0.738561257,0.820745048
-94,13,0.390883554,0.289347839,0.224554369,0.620849173,0.821150716,0.437704272
-94,14,0.970246677,0.899524853,0.850753724,0.155149901,0.368012533,0.167543403
-94,15,0.643149875,0.601855353,0.504221956,0.317677547,0.979815643,0.889670504
-94,16,0.151208496,0.791587859,0.315403892,0.25472529,0.544144654,0.721417829
-94,17,0.890304712,0.837888882,0.363734192,0.772653102,0.535817159,0.750055945
-94,18,0.019239246,0.235613051,0.884564554,0.416972324,0.997312278,0.030106191
-94,19,0.919682896,0.192498134,0.312965293,0.073885888,0.894265552,0.20642148
-94,20,0.770778705,0.598933671,0.614493586,0.350104042,0.09299465,0.029224081
-94,21,0.661389499,0.580619205,0.220814247,0.651486739,0.264584756,0.621866471
-94,22,0.980792586,0.051023951,0.719038903,0.236078465,0.921044733,0.409351183
-94,23,0.832130099,0.961327982,0.059318517,0.066386668,0.741484128,0.221734046
-94,24,0.7596986,0.289307464,0.455323274,0.571096316,0.57579372,0.410995179
-94,25,0.952449839,0.569173695,0.189670745,0.922789631,0.324261018,0.281857387
-94,26,0.537177381,0.742172022,0.245418909,0.058506371,0.622458774,0.746491117
-94,27,0.01862964,0.625592488,0.567321844,0.758515018,0.099745117,0.51259321
-94,28,0.958450619,0.406933912,0.655583124,0.586261063,0.101411868,0.261734766
-94,29,0.675098585,0.983622233,0.248932001,0.145176373,0.039330152,0.810186291
-94,30,0.009793633,0.660896514,0.348804404,0.449459785,0.367380071,0.381969311
-94,31,0.21050134,0.280386809,0.969325887,0.96039349,0.514501332,0.052289269
-94,32,0.738861685,0.476240003,0.760026472,0.2216182,0.715533786,0.676754337
-94,33,0.206986524,0.351394999,0.276558292,0.261561767,0.269679132,0.500887671
-94,34,0.578809682,0.246225323,0.720966788,0.599517529,0.21524099,0.71639706
-93,-36,0.497764175,0.347508966,0.851398974,0.85444694,0.782214825,0.943976971
-93,-35,0.063383449,0.172195876,0.127418138,0.216987387,0.530695187,0.138779133
-93,-34,0.199327019,0.201338494,0.190325614,0.230846463,0.349756843,0.171256532
-93,-33,0.103808174,0.820694955,0.306984952,0.197095671,0.615674287,0.993856776
-93,-32,0.843887409,0.190221312,0.002326916,0.130198139,0.387020143,0.079037356
-93,-31,0.977156907,0.691218747,0.140606894,0.824506501,0.236561375,0.279740168
-93,-30,0.522599642,0.130081123,0.634564647,0.097694726,0.428437407,0.417782213
-93,-29,0.265509266,0.627392273,0.533810483,0.158818963,0.758624586,0.236162837
-93,-28,0.627988893,0.415600894,0.373025537,0.622558927,0.802064356,0.033990848
-93,-27,0.971972743,0.763265158,0.941620296,0.770656523,0.857027836,0.335300757
-93,-26,0.003479132,0.985950858,0.662336156,0.287148884,0.27339068,0.708049484
-93,-25,0.056832795,0.538260005,0.294934271,0.432121916,0.59601389,0.593843647
-93,-24,0.283044012,0.717980836,0.614933476,0.091057303,0.201702651,0.157948527
-93,-23,0.508846779,0.840438105,0.438437243,0.739604326,0.39535579,0.877296751
-93,-22,0.529631107,0.664625536,0.832377015,0.902348,0.88428999,0.387569897
-93,-21,0.98275147,0.761968934,0.035592883,0.172541144,0.565111887,0.423475256
-93,-20,0.264344646,0.794187973,0.756542716,0.053753539,0.230065498,0.32758566
-93,-19,0.042604814,0.899656199,0.180724904,0.854204293,0.281462588,0.350944599
-93,-18,0.254285189,0.455270142,0.771573633,0.121402898,0.627420605,0.566911715
-93,-17,0.939201739,0.075827649,0.399515741,0.409141272,0.820166006,0.595577228
-93,-16,0.840136397,0.442968143,0.57488109,0.062165151,0.444844329,0.906516934
-93,-15,0.934877731,0.144021567,0.856982765,0.123073822,0.779708988,0.232635432
-93,-14,0.7617011,0.986362567,0.397741137,0.609443796,0.210875747,0.970024363
-93,-13,0.89851909,0.827230706,0.604129292,0.072701842,0.427715601,0.519028675
-93,-12,0.006007484,0.585393731,0.438462096,0.597256926,0.01167942,0.409678142
-93,-11,0.818183716,0.890938605,0.281267508,0.174266462,0.810364985,0.949891556
-93,-10,0.988271863,0.889415288,0.364176691,0.585024146,0.349938278,0.635975219
-93,-9,0.648246391,0.623251181,0.952073759,0.741015007,0.781479438,0.120229089
